,"DVX1990","DVX1991","DVX1992","DVX1993","DVX1994","DVX1995","DVX1996","DVX1997","DVX1998","DVX1999","DVX2000","DVX2001","DVX2002","DVX2003","DVX2004","DVX2005","DVX2006","DVX2007","DVX2008","DVX2009","DVX2010","DVX2011","DVX2012","DVX2013","DVX2014","DVX2015","DVX2016","DVX2017","DVX2018","VA_exp1990","VA_exp1991","VA_exp1992","VA_exp1993","VA_exp1994","VA_exp1995","VA_exp1996","VA_exp1997","VA_exp1998","VA_exp1999","VA_exp2000","VA_exp2001","VA_exp2002","VA_exp2003","VA_exp2004","VA_exp2005","VA_exp2006","VA_exp2007","VA_exp2008","VA_exp2009","VA_exp2010","VA_exp2011","VA_exp2012","VA_exp2013","VA_exp2014","VA_exp2015","VA_exp2016","VA_exp2017","VA_exp2018","FVA1990","FVA1991","FVA1992","FVA1993","FVA1994","FVA1995","FVA1996","FVA1997","FVA1998","FVA1999","FVA2000","FVA2001","FVA2002","FVA2003","FVA2004","FVA2005","FVA2006","FVA2007","FVA2008","FVA2009","FVA2010","FVA2011","FVA2012","FVA2013","FVA2014","FVA2015","FVA2016","FVA2017","FVA2018","GVC1990","GVC1991","GVC1992","GVC1993","GVC1994","GVC1995","GVC1996","GVC1997","GVC1998","GVC1999","GVC2000","GVC2001","GVC2002","GVC2003","GVC2004","GVC2005","GVC2006","GVC2007","GVC2008","GVC2009","GVC2010","GVC2011","GVC2012","GVC2013","GVC2014","GVC2015","GVC2016","GVC2017","GVC2018","DVA1990","DVA1991","DVA1992","DVA1993","DVA1994","DVA1995","DVA1996","DVA1997","DVA1998","DVA1999","DVA2000","DVA2001","DVA2002","DVA2003","DVA2004","DVA2005","DVA2006","DVA2007","DVA2008","DVA2009","DVA2010","DVA2011","DVA2012","DVA2013","DVA2014","DVA2015","DVA2016","DVA2017","DVA2018",
"Togo","1.938947e+04","1.911523e+04","2.261554e+04","2.073625e+04","1.991570e+04","2.283133e+04","2.721329e+04","3.078336e+04","3.259277e+04","3.426063e+04","4.122915e+04","3.447381e+04","3.597231e+04","4.130853e+04","5.157169e+04","5.539078e+04","6.637430e+04","8.628022e+04","1.171157e+05","8.897905e+04","1.742676e+05","1.331348e+05","1.282444e+05","1.358441e+05","1.424215e+05","1.308866e+05","1.418594e+05","1.471090e+05","1.532179e+05","9.456633e+04","9.615324e+04","1.084086e+05","9.899959e+04","9.350097e+04","1.098326e+05","1.230077e+05","1.389688e+05","1.442840e+05","1.495408e+05","1.631908e+05","1.425001e+05","1.513759e+05","1.745347e+05","2.141910e+05","2.334245e+05","2.782993e+05","3.542999e+05","4.780820e+05","4.180414e+05","7.344406e+05","6.428877e+05","6.127372e+05","6.554985e+05","6.940433e+05","6.581487e+05","6.803487e+05","7.347506e+05","7.915821e+05","1.491570e+04","1.596196e+04","1.873717e+04","1.779063e+04","1.995870e+04","2.465789e+04","2.791884e+04","2.869507e+04","2.822708e+04","2.794638e+04","3.126344e+04","2.901373e+04","3.124434e+04","3.718805e+04","4.382168e+04","4.943532e+04","6.040519e+04","7.090059e+04","8.990346e+04","7.817796e+04","1.059648e+05","1.304686e+05","1.246587e+05","1.351422e+05","1.403457e+05","1.148439e+05","1.140587e+05","1.238500e+05","1.338974e+05","3.430517e+04","3.507719e+04","4.135271e+04","3.852688e+04","3.987440e+04","4.748922e+04","5.513213e+04","5.947843e+04","6.081985e+04","6.220701e+04","7.249259e+04","6.348754e+04","6.721665e+04","7.849658e+04","9.539336e+04","1.048261e+05","1.267795e+05","1.571808e+05","2.070192e+05","1.671570e+05","2.802324e+05","2.636034e+05","2.529031e+05","2.709863e+05","2.827672e+05","2.457305e+05","2.559181e+05","2.709590e+05","2.871153e+05","7.965063e+04","8.019129e+04","8.967148e+04","8.120896e+04","7.354227e+04","8.517473e+04","9.508887e+04","1.102737e+05","1.160569e+05","1.215944e+05","1.319273e+05","1.134864e+05","1.201316e+05","1.373467e+05","1.703693e+05","1.839892e+05","2.178942e+05","2.833993e+05","3.881786e+05","3.398634e+05","6.284758e+05","5.124191e+05","4.880785e+05","5.203563e+05","5.536976e+05","5.433048e+05","5.662900e+05","6.109007e+05","6.576847e+05",
"Trinidad and Tobago","1.545292e+05","2.921317e+05","3.359191e+05","3.433411e+05","4.315315e+05","5.483592e+05","6.913731e+05","7.306206e+05","8.669188e+05","9.117833e+05","1.480518e+06","1.182854e+06","1.239745e+06","1.543643e+06","2.086427e+06","2.481184e+06","3.261993e+06","4.071625e+06","5.595284e+06","3.867311e+06","4.859379e+06","5.764465e+06","5.713713e+06","5.810518e+06","5.914436e+06","5.447451e+06","4.947281e+06","5.012546e+06","5.542223e+06","1.442891e+06","2.021119e+06","2.486377e+06","2.605665e+06","2.921832e+06","3.416340e+06","4.123422e+06","4.721825e+06","5.551153e+06","5.698634e+06","7.672878e+06","7.095289e+06","7.590927e+06","8.916427e+06","1.142866e+07","1.351789e+07","1.604932e+07","1.947327e+07","2.386490e+07","1.863770e+07","2.304167e+07","2.675426e+07","2.444370e+07","2.484321e+07","2.465415e+07","2.373789e+07","1.935624e+07","2.000053e+07","2.027630e+07","1.582049e+05","1.987390e+05","2.497866e+05","2.828698e+05","3.051770e+05","3.966366e+05","4.678764e+05","5.218624e+05","5.557868e+05","5.267476e+05","7.084760e+05","6.034396e+05","6.348524e+05","6.481214e+05","7.969339e+05","9.180653e+05","1.084814e+06","1.311437e+06","1.570590e+06","1.318732e+06","1.633384e+06","1.934533e+06","1.726074e+06","1.788411e+06","1.871112e+06","1.674514e+06","1.483826e+06","1.565709e+06","1.500238e+06","3.127341e+05","4.908707e+05","5.857057e+05","6.262109e+05","7.367084e+05","9.449957e+05","1.159249e+06","1.252483e+06","1.422706e+06","1.438531e+06","2.188994e+06","1.786293e+06","1.874598e+06","2.191764e+06","2.883361e+06","3.399249e+06","4.346807e+06","5.383062e+06","7.165874e+06","5.186043e+06","6.492763e+06","7.698998e+06","7.439787e+06","7.598929e+06","7.785548e+06","7.121965e+06","6.431107e+06","6.578255e+06","7.042462e+06","1.284686e+06","1.822380e+06","2.236590e+06","2.322796e+06","2.616655e+06","3.019703e+06","3.655546e+06","4.199962e+06","4.995366e+06","5.171886e+06","6.964402e+06","6.491850e+06","6.956074e+06","8.268306e+06","1.063172e+07","1.259982e+07","1.496451e+07","1.816183e+07","2.229431e+07","1.731897e+07","2.140828e+07","2.481973e+07","2.271763e+07","2.305480e+07","2.278304e+07","2.206337e+07","1.787241e+07","1.843482e+07","1.877606e+07",
"Tunisia","3.714753e+05","4.080254e+05","4.541535e+05","4.782859e+05","5.587667e+05","6.659942e+05","7.587159e+05","7.969405e+05","8.745847e+05","9.862969e+05","1.182363e+06","1.216419e+06","1.264933e+06","1.442548e+06","1.801504e+06","1.924903e+06","2.639594e+06","3.128166e+06","3.622297e+06","2.948642e+06","3.986643e+06","3.816644e+06","3.769639e+06","3.860366e+06","3.945921e+06","3.478443e+06","3.515360e+06","3.701549e+06","3.919268e+06","1.832718e+06","1.979764e+06","2.225567e+06","2.257312e+06","2.524488e+06","2.936983e+06","3.250146e+06","3.261799e+06","3.540770e+06","3.842903e+06","4.135924e+06","4.223720e+06","4.465097e+06","5.134761e+06","6.176706e+06","6.508153e+06","8.210404e+06","9.669499e+06","1.119549e+07","9.722673e+06","1.212039e+07","1.169299e+07","1.163865e+07","1.189577e+07","1.234839e+07","1.126189e+07","1.128890e+07","1.168303e+07","1.275643e+07","5.284300e+05","5.533509e+05","6.559906e+05","6.440757e+05","7.347360e+05","9.012895e+05","9.647291e+05","9.466029e+05","9.819507e+05","9.973119e+05","1.024112e+06","1.068348e+06","1.132399e+06","1.332043e+06","1.635629e+06","1.743546e+06","2.172403e+06","2.694400e+06","3.223201e+06","2.586589e+06","3.191783e+06","3.403668e+06","3.357868e+06","3.450070e+06","3.574156e+06","3.023554e+06","3.081765e+06","3.167367e+06","3.414407e+06","8.999053e+05","9.613763e+05","1.110144e+06","1.122362e+06","1.293503e+06","1.567284e+06","1.723445e+06","1.743543e+06","1.856535e+06","1.983609e+06","2.206475e+06","2.284768e+06","2.397332e+06","2.774592e+06","3.437133e+06","3.668449e+06","4.811997e+06","5.822566e+06","6.845498e+06","5.535231e+06","7.178426e+06","7.220311e+06","7.127507e+06","7.310436e+06","7.520077e+06","6.501997e+06","6.597125e+06","6.868915e+06","7.333675e+06","1.304288e+06","1.426413e+06","1.569577e+06","1.613236e+06","1.789752e+06","2.035693e+06","2.285417e+06","2.315196e+06","2.558819e+06","2.845591e+06","3.111812e+06","3.155371e+06","3.332698e+06","3.802718e+06","4.541076e+06","4.764606e+06","6.038001e+06","6.975100e+06","7.972289e+06","7.136084e+06","8.928611e+06","8.289324e+06","8.280784e+06","8.445701e+06","8.774231e+06","8.238335e+06","8.207132e+06","8.515662e+06","9.342022e+06",
"Turkey","5.242529e+06","6.690588e+06","6.402240e+06","6.024613e+06","6.436902e+06","7.752693e+06","1.058991e+07","1.023822e+07","1.032060e+07","1.007203e+07","9.328349e+06","7.950922e+06","8.643040e+06","1.090652e+07","1.424921e+07","1.638295e+07","2.069923e+07","2.378716e+07","2.916942e+07","2.334696e+07","3.026980e+07","3.091991e+07","3.070246e+07","2.941795e+07","3.091962e+07","2.682034e+07","2.895462e+07","2.979557e+07","3.103933e+07","2.238248e+07","2.669975e+07","2.593174e+07","2.468378e+07","2.556903e+07","2.958205e+07","3.921402e+07","3.835330e+07","3.803722e+07","3.705848e+07","3.412040e+07","3.008337e+07","3.293404e+07","4.120039e+07","5.232031e+07","5.895322e+07","7.166566e+07","8.297384e+07","9.999172e+07","8.477226e+07","1.064278e+08","1.117282e+08","1.122522e+08","1.106036e+08","1.172066e+08","1.066971e+08","1.044867e+08","1.164020e+08","1.202108e+08","2.928258e+06","3.547435e+06","4.073396e+06","4.042052e+06","4.761520e+06","5.946021e+06","7.892154e+06","7.820613e+06","7.268669e+06","7.075758e+06","7.466359e+06","7.383199e+06","8.117320e+06","1.040384e+07","1.382504e+07","1.502921e+07","1.956366e+07","2.342375e+07","2.868682e+07","2.315312e+07","2.997200e+07","3.590998e+07","3.586474e+07","3.653847e+07","3.805942e+07","3.291218e+07","3.121236e+07","3.515985e+07","3.628651e+07","8.170787e+06","1.023802e+07","1.047564e+07","1.006666e+07","1.119842e+07","1.369871e+07","1.848207e+07","1.805883e+07","1.758927e+07","1.714779e+07","1.679471e+07","1.533412e+07","1.676036e+07","2.131036e+07","2.807426e+07","3.141216e+07","4.026289e+07","4.721092e+07","5.785624e+07","4.650008e+07","6.024180e+07","6.682989e+07","6.656719e+07","6.595642e+07","6.897904e+07","5.973252e+07","6.016698e+07","6.495543e+07","6.732584e+07","1.945422e+07","2.315232e+07","2.185835e+07","2.064173e+07","2.080751e+07","2.363603e+07","3.132187e+07","3.053269e+07","3.076855e+07","2.998272e+07","2.665404e+07","2.270017e+07","2.481672e+07","3.079655e+07","3.849527e+07","4.392401e+07","5.210200e+07","5.955008e+07","7.130491e+07","6.161915e+07","7.645576e+07","7.581820e+07","7.638748e+07","7.406515e+07","7.914721e+07","7.378496e+07","7.327429e+07","8.124214e+07","8.392426e+07",
"Turkmenistan","4.965902e+04","3.745144e+04","4.338902e+04","4.867153e+04","5.818675e+04","7.028548e+04","9.229153e+04","1.227295e+05","1.279150e+05","1.466621e+05","1.618569e+05","1.669147e+05","1.830380e+05","2.310199e+05","3.100165e+05","3.908250e+05","5.197373e+05","6.361627e+05","8.331242e+05","6.538040e+05","9.283375e+05","1.024432e+06","1.000380e+06","1.076127e+06","1.237379e+06","1.193622e+06","1.334912e+06","1.359746e+06","1.430886e+06","4.343253e+05","3.041768e+05","3.181424e+05","3.151692e+05","3.398756e+05","3.772657e+05","4.656315e+05","5.840795e+05","5.348151e+05","5.731049e+05","6.397718e+05","6.686412e+05","7.535727e+05","8.986149e+05","1.164657e+06","1.454982e+06","1.944692e+06","2.442305e+06","3.161868e+06","2.599353e+06","3.623396e+06","4.189482e+06","4.199461e+06","4.526653e+06","5.055404e+06","4.941432e+06","4.812088e+06","5.009880e+06","5.500130e+06","8.379757e+04","7.627478e+04","9.972091e+04","8.089669e+04","1.015538e+05","1.177285e+05","1.511250e+05","1.774155e+05","1.471147e+05","1.523505e+05","1.724092e+05","1.731898e+05","1.873551e+05","2.323576e+05","3.105721e+05","3.623621e+05","4.935183e+05","6.731372e+05","9.266498e+05","7.808623e+05","1.039965e+06","1.289564e+06","1.262511e+06","1.319454e+06","1.452456e+06","1.257292e+06","1.158526e+06","1.217042e+06","1.333100e+06","1.334566e+05","1.137262e+05","1.431099e+05","1.295682e+05","1.597405e+05","1.880140e+05","2.434165e+05","3.001449e+05","2.750297e+05","2.990126e+05","3.342661e+05","3.401045e+05","3.703932e+05","4.633775e+05","6.205886e+05","7.531871e+05","1.013256e+06","1.309300e+06","1.759774e+06","1.434666e+06","1.968303e+06","2.313996e+06","2.262891e+06","2.395580e+06","2.689835e+06","2.450914e+06","2.493438e+06","2.576788e+06","2.763986e+06","3.505278e+05","2.279020e+05","2.184215e+05","2.342725e+05","2.383218e+05","2.595372e+05","3.145065e+05","4.066641e+05","3.877004e+05","4.207544e+05","4.673626e+05","4.954514e+05","5.662175e+05","6.662573e+05","8.540850e+05","1.092620e+06","1.451174e+06","1.769168e+06","2.235218e+06","1.818491e+06","2.583431e+06","2.899918e+06","2.936950e+06","3.207199e+06","3.602948e+06","3.684140e+06","3.653563e+06","3.792839e+06","4.167029e+06",
"Former USSR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Uganda","2.721852e+04","2.984006e+04","3.638402e+04","3.503354e+04","3.841535e+04","4.620380e+04","4.633457e+04","5.312170e+04","5.687023e+04","5.799216e+04","7.685846e+04","6.566704e+04","6.381914e+04","6.510744e+04","8.761672e+04","1.085324e+05","1.328220e+05","1.667662e+05","2.187168e+05","1.742978e+05","2.419399e+05","2.225983e+05","2.129822e+05","2.187293e+05","2.262758e+05","2.046071e+05","2.177917e+05","2.242079e+05","2.393849e+05","1.024558e+05","1.094258e+05","1.271155e+05","1.251213e+05","1.396132e+05","1.647391e+05","1.630659e+05","1.892755e+05","1.997288e+05","2.062605e+05","2.849274e+05","2.575107e+05","2.512840e+05","2.423224e+05","3.144761e+05","3.763879e+05","4.390029e+05","5.501595e+05","7.142392e+05","6.331178e+05","8.673441e+05","8.539748e+05","8.498669e+05","8.948945e+05","9.370183e+05","8.844786e+05","9.868473e+05","1.063261e+06","1.161013e+06","9.283655e+03","1.114770e+04","1.296812e+04","1.259704e+04","1.333325e+04","1.616271e+04","1.876247e+04","1.986510e+04","2.164339e+04","2.266881e+04","3.063131e+04","2.798828e+04","2.878326e+04","3.006131e+04","3.886118e+04","4.571153e+04","5.868615e+04","7.576623e+04","9.694958e+04","8.216522e+04","1.131198e+05","1.301058e+05","1.212557e+05","1.245408e+05","1.336380e+05","1.094372e+05","1.216334e+05","1.318748e+05","1.406483e+05","3.650218e+04","4.098776e+04","4.935215e+04","4.763058e+04","5.174860e+04","6.236652e+04","6.509704e+04","7.298679e+04","7.851362e+04","8.066097e+04","1.074898e+05","9.365532e+04","9.260240e+04","9.516875e+04","1.264779e+05","1.542439e+05","1.915082e+05","2.425324e+05","3.156664e+05","2.564630e+05","3.550597e+05","3.527041e+05","3.342379e+05","3.432702e+05","3.599138e+05","3.140443e+05","3.394252e+05","3.560826e+05","3.800332e+05","9.317212e+04","9.827809e+04","1.141474e+05","1.125242e+05","1.262800e+05","1.485764e+05","1.443034e+05","1.694104e+05","1.780854e+05","1.835917e+05","2.542961e+05","2.295224e+05","2.225008e+05","2.122611e+05","2.756149e+05","3.306764e+05","3.803167e+05","4.743933e+05","6.172896e+05","5.509526e+05","7.542243e+05","7.238690e+05","7.286112e+05","7.703537e+05","8.033803e+05","7.750414e+05","8.652139e+05","9.313858e+05","1.020364e+06",
"Ukraine","1.631837e+06","1.886569e+06","2.721984e+06","2.666996e+06","2.528841e+06","2.927425e+06","3.297769e+06","3.664192e+06","4.024162e+06","3.671309e+06","4.035714e+06","4.376249e+06","4.661519e+06","5.985387e+06","8.278810e+06","1.001798e+07","1.307871e+07","1.671367e+07","2.121044e+07","1.373099e+07","1.796432e+07","1.961431e+07","1.903912e+07","1.968135e+07","1.980495e+07","1.738337e+07","1.590486e+07","1.864480e+07","1.948181e+07","7.422537e+06","7.112907e+06","1.043218e+07","9.865326e+06","8.812621e+06","9.803613e+06","1.019825e+07","1.244292e+07","1.153969e+07","1.027506e+07","1.127600e+07","1.243364e+07","1.338477e+07","1.724046e+07","2.359580e+07","2.836617e+07","3.641244e+07","4.762321e+07","6.091186e+07","4.205233e+07","5.462611e+07","6.134088e+07","6.047685e+07","6.299739e+07","6.519847e+07","6.053415e+07","5.778777e+07","6.246518e+07","6.792466e+07","1.296522e+06","9.181708e+05","9.850665e+05","1.008489e+06","1.112090e+06","1.399547e+06","1.477421e+06","1.715617e+06","1.590180e+06","1.516619e+06","1.700247e+06","1.771901e+06","1.871083e+06","3.010135e+06","4.452099e+06","5.126274e+06","6.905295e+06","9.322912e+06","1.343665e+07","9.674513e+06","1.319561e+07","1.643958e+07","1.601532e+07","1.664163e+07","1.796620e+07","1.598576e+07","1.643829e+07","1.647648e+07","1.791789e+07","2.928359e+06","2.804740e+06","3.707051e+06","3.675485e+06","3.640931e+06","4.326972e+06","4.775190e+06","5.379809e+06","5.614342e+06","5.187928e+06","5.735962e+06","6.148151e+06","6.532602e+06","8.995522e+06","1.273091e+07","1.514425e+07","1.998400e+07","2.603658e+07","3.464709e+07","2.340551e+07","3.115993e+07","3.605388e+07","3.505444e+07","3.632298e+07","3.777115e+07","3.336913e+07","3.234315e+07","3.512128e+07","3.739970e+07","6.126015e+06","6.194736e+06","9.447115e+06","8.856837e+06","7.700531e+06","8.404066e+06","8.720825e+06","1.072730e+07","9.949508e+06","8.758437e+06","9.575748e+06","1.066174e+07","1.151368e+07","1.423033e+07","1.914370e+07","2.323990e+07","2.950714e+07","3.830030e+07","4.747521e+07","3.237782e+07","4.143050e+07","4.490130e+07","4.446153e+07","4.635575e+07","4.723226e+07","4.454839e+07","4.134948e+07","4.598870e+07","5.000676e+07",
"UAE","2.629831e+06","2.560273e+06","2.523411e+06","2.006450e+06","2.745729e+06","3.064072e+06","3.051350e+06","2.075032e+06","2.097074e+06","2.812240e+06","4.491713e+06","4.853350e+06","5.169992e+06","6.338120e+06","8.056662e+06","1.016253e+07","1.329459e+07","1.579423e+07","1.885395e+07","1.218742e+07","1.518003e+07","2.065890e+07","2.012026e+07","2.259042e+07","2.360196e+07","2.175169e+07","2.240844e+07","2.271250e+07","2.358902e+07","1.216175e+07","1.202989e+07","1.192322e+07","1.078234e+07","1.453190e+07","1.603051e+07","1.558635e+07","1.281414e+07","1.086342e+07","1.437350e+07","2.048718e+07","2.283362e+07","2.460512e+07","2.944206e+07","3.609509e+07","4.295367e+07","5.458475e+07","6.371523e+07","7.393404e+07","5.728273e+07","6.764171e+07","8.803518e+07","8.869657e+07","9.794217e+07","1.036123e+08","9.805134e+07","1.044534e+08","1.022180e+08","1.065189e+08","1.192797e+06","1.220456e+06","1.633673e+06","2.034695e+06","2.683204e+06","3.093214e+06","3.234636e+06","2.809030e+06","2.584163e+06","2.837382e+06","3.287721e+06","3.286295e+06","3.662741e+06","4.714267e+06","6.460040e+06","7.426550e+06","9.617624e+06","1.230003e+07","1.437642e+07","1.177567e+07","1.518185e+07","1.868118e+07","1.851023e+07","2.021152e+07","2.155176e+07","1.912547e+07","2.049820e+07","2.043419e+07","2.123275e+07","3.822629e+06","3.780728e+06","4.157084e+06","4.041145e+06","5.428933e+06","6.157286e+06","6.285986e+06","4.884062e+06","4.681237e+06","5.649622e+06","7.779433e+06","8.139645e+06","8.832733e+06","1.105239e+07","1.451670e+07","1.758908e+07","2.291221e+07","2.809427e+07","3.323037e+07","2.396309e+07","3.036188e+07","3.934009e+07","3.863049e+07","4.280193e+07","4.515372e+07","4.087717e+07","4.290664e+07","4.314669e+07","4.482177e+07","1.096895e+07","1.080944e+07","1.028955e+07","8.747640e+06","1.184870e+07","1.293730e+07","1.235171e+07","1.000511e+07","8.279257e+06","1.153612e+07","1.719946e+07","1.954733e+07","2.094238e+07","2.472779e+07","2.963505e+07","3.552712e+07","4.496713e+07","5.141520e+07","5.955762e+07","4.550706e+07","5.245986e+07","6.935400e+07","7.018634e+07","7.773065e+07","8.206053e+07","7.892587e+07","8.395517e+07","8.178382e+07","8.528612e+07",
"UK","4.519332e+07","4.967734e+07","5.680302e+07","5.326626e+07","5.988518e+07","7.060628e+07","7.593969e+07","8.057945e+07","8.670824e+07","8.995643e+07","9.791457e+07","9.917853e+07","1.038799e+08","1.187340e+08","1.480235e+08","1.620810e+08","1.968187e+08","2.330844e+08","2.527416e+08","1.985117e+08","2.492839e+08","2.603672e+08","2.573741e+08","2.652892e+08","3.037262e+08","2.726601e+08","2.766873e+08","2.885732e+08","2.987040e+08","1.676614e+08","1.803177e+08","2.024143e+08","1.923889e+08","2.112972e+08","2.432911e+08","2.580710e+08","2.719029e+08","2.816435e+08","2.908035e+08","3.043540e+08","3.069656e+08","3.254098e+08","3.688272e+08","4.415640e+08","4.787915e+08","5.576887e+08","6.441514e+08","6.927470e+08","5.817570e+08","7.094461e+08","7.347785e+08","7.311157e+08","7.533184e+08","8.409450e+08","7.667147e+08","7.808036e+08","8.021740e+08","8.165260e+08","4.289770e+07","4.575427e+07","5.295302e+07","5.094235e+07","5.747011e+07","7.019895e+07","7.484967e+07","7.389153e+07","7.328007e+07","7.558476e+07","8.047293e+07","8.208718e+07","8.711211e+07","1.017463e+08","1.230214e+08","1.362514e+08","1.653336e+08","1.900761e+08","2.179260e+08","1.809907e+08","2.249079e+08","2.420983e+08","2.384518e+08","2.454039e+08","2.514398e+08","2.049706e+08","2.113614e+08","2.173126e+08","2.220997e+08","8.809102e+07","9.543161e+07","1.097560e+08","1.042086e+08","1.173553e+08","1.408052e+08","1.507894e+08","1.544710e+08","1.599883e+08","1.655412e+08","1.783875e+08","1.812657e+08","1.909920e+08","2.204804e+08","2.710450e+08","2.983324e+08","3.621522e+08","4.231605e+08","4.706676e+08","3.795024e+08","4.741918e+08","5.024655e+08","4.958258e+08","5.106930e+08","5.551660e+08","4.776307e+08","4.880487e+08","5.058859e+08","5.208037e+08","1.247637e+08","1.345634e+08","1.494613e+08","1.414465e+08","1.538271e+08","1.730921e+08","1.832213e+08","1.980114e+08","2.083634e+08","2.152187e+08","2.238811e+08","2.248785e+08","2.382977e+08","2.670809e+08","3.185426e+08","3.425401e+08","3.923551e+08","4.540754e+08","4.748210e+08","4.007663e+08","4.845382e+08","4.926802e+08","4.926639e+08","5.079146e+08","5.895052e+08","5.617441e+08","5.694423e+08","5.848613e+08","5.944263e+08",
"Tanzania","1.844776e+05","1.817005e+05","1.849518e+05","1.775409e+05","1.803213e+05","1.896082e+05","2.104131e+05","2.139317e+05","2.227933e+05","2.251687e+05","2.352258e+05","2.492595e+05","2.526474e+05","2.672733e+05","2.875003e+05","3.000043e+05","3.187073e+05","3.445242e+05","3.774667e+05","3.539362e+05","4.106499e+05","4.000846e+05","3.411483e+05","3.239540e+05","2.500353e+05","2.065882e+05","2.313806e+05","2.399699e+05","2.485267e+05","7.389331e+05","7.327930e+05","7.351505e+05","7.101222e+05","7.002566e+05","7.278986e+05","7.751888e+05","8.164972e+05","8.302873e+05","8.435534e+05","8.370839e+05","8.810958e+05","8.949037e+05","9.519963e+05","1.045762e+06","1.096312e+06","1.167162e+06","1.277379e+06","1.410652e+06","1.433784e+06","1.683496e+06","1.722090e+06","1.568080e+06","1.526558e+06","1.324146e+06","1.133628e+06","1.250693e+06","1.321091e+06","1.411031e+06","5.864667e+04","6.253426e+04","7.041540e+04","6.637612e+04","7.235148e+04","7.966921e+04","7.989575e+04","7.494197e+04","7.748961e+04","7.744406e+04","7.189476e+04","8.025486e+04","8.115651e+04","1.019720e+05","1.352158e+05","1.635099e+05","2.070882e+05","2.648791e+05","3.162450e+05","2.910727e+05","4.017337e+05","4.797149e+05","5.035480e+05","5.314356e+05","5.535349e+05","4.659181e+05","4.938165e+05","5.217637e+05","5.584442e+05","2.431243e+05","2.442348e+05","2.553672e+05","2.439170e+05","2.526728e+05","2.692774e+05","2.903088e+05","2.888736e+05","3.002829e+05","3.026128e+05","3.071206e+05","3.295144e+05","3.338039e+05","3.692453e+05","4.227161e+05","4.635142e+05","5.257955e+05","6.094033e+05","6.937118e+05","6.450089e+05","8.123836e+05","8.797996e+05","8.446963e+05","8.553896e+05","8.035702e+05","6.725063e+05","7.251971e+05","7.617337e+05","8.069709e+05","6.802864e+05","6.702587e+05","6.647351e+05","6.437461e+05","6.279052e+05","6.482294e+05","6.952931e+05","7.415552e+05","7.527977e+05","7.661093e+05","7.651892e+05","8.008410e+05","8.137472e+05","8.500243e+05","9.105463e+05","9.328024e+05","9.600741e+05","1.012500e+06","1.094406e+06","1.142711e+06","1.281763e+06","1.242375e+06","1.064532e+06","9.951226e+05","7.706106e+05","6.677095e+05","7.568765e+05","7.993269e+05","8.525864e+05",
